"method","dataset_or_setting","resolution","train_time_value","train_time_unit","infer_time_value","infer_time_unit","params_m","source_path","note"
"LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0007\summary.json","clip_style=0.710; content_lpips=0.424; training_csv_count=9"
"LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\epoch_0008\summary.json","clip_style=0.710; content_lpips=0.428; training_csv_count=9"
"LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\steps_01\summary.json","clip_style=0.716; content_lpips=0.451; training_csv_count=9"
"LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\steps_04\summary.json","clip_style=0.716; content_lpips=0.451; training_csv_count=9"
"LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\steps_08\summary.json","clip_style=0.716; content_lpips=0.451; training_csv_count=9"
"LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\steps_12\summary.json","clip_style=0.716; content_lpips=0.451; training_csv_count=9"
"LBM","review_additional_experiments","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\full_eval\steps_16\summary.json","clip_style=0.716; content_lpips=0.451; training_csv_count=9"
"LBM","runs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\runs\full_eval\o10e\summary.json","clip_style=0.711; content_lpips=0.620; training_csv_count=42"
"LBM","runs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\runs\full_eval\o10l1\summary.json","clip_style=0.712; content_lpips=0.573; training_csv_count=42"
"LBM","runs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\runs\full_eval\o10l2\summary.json","clip_style=0.715; content_lpips=0.557; training_csv_count=42"
"LBM","runs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\runs\full_eval\o10l3\summary.json","clip_style=0.714; content_lpips=0.543; training_csv_count=42"
"LBM","runs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\runs\full_eval\o10l4\summary.json","clip_style=0.713; content_lpips=0.539; training_csv_count=42"
"LBM","runs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\runs\full_eval\o10l5\summary.json","clip_style=0.715; content_lpips=0.535; training_csv_count=42"
"LBM","runs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\runs\full_eval\o10m1\summary.json","clip_style=0.703; content_lpips=0.465; training_csv_count=42"
"LBM","runs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\runs\full_eval\o10m2\summary.json","clip_style=0.700; content_lpips=0.429; training_csv_count=42"
"LBM","runs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\runs\full_eval\o10m3\summary.json","clip_style=0.710; content_lpips=0.488; training_csv_count=42"
"LBM","runs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\runs\full_eval\o10pb\summary.json","clip_style=0.712; content_lpips=0.539; training_csv_count=42"
"LBM","runs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\runs\full_eval\o10pc\summary.json","clip_style=0.712; content_lpips=0.536; training_csv_count=42"
"LBM","runs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\runs\full_eval\o10pn\summary.json","clip_style=0.703; content_lpips=0.422; training_csv_count=42"
"LBM","runs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\runs\full_eval\o10pr\summary.json","clip_style=0.711; content_lpips=0.541; training_csv_count=42"
"LBM","runs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\runs\full_eval\o10s\summary.json","clip_style=0.710; content_lpips=0.589; training_csv_count=42"
"LBM","runs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\runs\full_eval\epoch_0010\summary.json","clip_style=0.702; content_lpips=0.443; training_csv_count=42"
"LBM","runs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\runs\full_eval\epoch_0020\summary.json","clip_style=0.705; content_lpips=0.450; training_csv_count=42"
"LBM","runs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\runs\full_eval\o20a\summary.json","clip_style=0.667; content_lpips=0.296; training_csv_count=42"
"LBM","runs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\runs\full_eval\o20cahf\summary.json","clip_style=0.689; content_lpips=0.455; training_csv_count=42"
"LBM","runs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\runs\full_eval\o20d1\summary.json","clip_style=0.713; content_lpips=0.555; training_csv_count=42"
"LBM","runs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\runs\full_eval\o20d2\summary.json","clip_style=0.715; content_lpips=0.550; training_csv_count=42"
"LBM","runs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\runs\full_eval\o20d3\summary.json","clip_style=0.716; content_lpips=0.544; training_csv_count=42"
"LBM","runs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\runs\full_eval\o20k3p135\summary.json","clip_style=0.697; content_lpips=0.446; training_csv_count=42"
"LBM","runs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\runs\full_eval\o30e3\summary.json","clip_style=0.676; content_lpips=0.329; training_csv_count=42"
"LBM","spatial_prototype_init","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\spatial_prototype_init\full_eval\eval_blend015_quick_n6\summary.json",""
"LBM","spatial_prototype_init","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\spatial_prototype_init\full_eval\eval_blend025_gate_g2_min25_quick_n6\summary.json",""
"LBM","spatial_prototype_init","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\spatial_prototype_init\full_eval\eval_blend025_quick_n6\summary.json",""
"LBM","spatial_prototype_init","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\spatial_prototype_init\full_eval\eval_lowk5_a050_quick_n6\summary.json",""
"LBM","spatial_prototype_init","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\spatial_prototype_init\full_eval\eval_lowk5_a075_quick_n6\summary.json",""
"LBM","spatial_prototype_init","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\spatial_prototype_init\full_eval\eval_proto_gate_g2_min25_quick_n6\summary.json",""
"LBM","spatial_prototype_init","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\spatial_prototype_init\full_eval\eval_spectral_stat_e2_spatial_proto_n256_quick_n6\summary.json",""
"LBM","split_axis_execdecoder_40b_lr2e4","512","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_execdecoder_40b_lr2e4\full_eval\quick_eval_n6\summary.json","training_csv_count=1"
"LBM","split_axis_execdecoder_bound070_120b_lr2e4","512","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_execdecoder_bound070_120b_lr2e4\full_eval\quick_eval_n6\summary.json","training_csv_count=1"
"LBM","split_axis_execdecoder_bound090_120b_lr2e4","512","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_execdecoder_bound090_120b_lr2e4\full_eval\quick_eval_n6\summary.json","training_csv_count=1"
"LBM","split_axis_execdecoder_fieldbound_c045_s090_g110_120b","512","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\full_eval\quick_eval_n6\summary.json","training_csv_count=3"
"LBM","split_axis_execdecoder_fieldbound_c045_s090_g110_120b","512","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\full_eval\quick_eval_n6_s115\summary.json","training_csv_count=3"
"LBM","split_axis_execdecoder_tokprobe_e1_b32","512","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_execdecoder_tokprobe_e1_b32\full_eval\quick_eval_n6\summary.json","training_csv_count=1"
"LBM","split_axis_geometry_derivative_filter_rank4_120b","512","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_geometry_derivative_filter_rank4_120b\full_eval\quick_eval_n6\summary.json","training_csv_count=1"
"LBM","split_axis_geometry_derivgate_fieldbound_g005_120b","512","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_geometry_derivgate_fieldbound_g005_120b\full_eval\quick_eval\summary.json","training_csv_count=1"
"LBM","split_axis_geometry_filter_rank4_120b","512","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_geometry_filter_rank4_120b\full_eval\quick_eval_n6\summary.json","training_csv_count=1"
"LBM","split_axis_geometry_spatial_rank4_120b","512","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_geometry_spatial_rank4_120b\full_eval\quick_eval_n6\summary.json","training_csv_count=1"
"LBM","split_axis_geostat_execdecoder_fieldbound_120b","512","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_geostat_execdecoder_fieldbound_120b\full_eval\quick_eval\summary.json","training_csv_count=1"
"LBM/tokenizer","split_axis_tokenizer_geomnorm_120b","512","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_tokenizer_geomnorm_120b\full_eval\quick_eval\summary.json","training_csv_count=1"
"LBM/tokenizer","split_axis_tokenizer_geostat_120b","512","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_tokenizer_geostat_120b\full_eval\quick_eval_n6\summary.json","training_csv_count=2"
"LBM/tokenizer","split_axis_tokenizer_geostat_g005_120b","512","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\split_axis_tokenizer_geostat_g005_120b\full_eval\quick_eval\summary.json","training_csv_count=1"
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\atom_spatial_only\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\baseline\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\budget_high_150\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\budget_high_half\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\direct_only\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\direct_spatial_only\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\no_budget\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\no_color\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\no_geometry\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\no_spectrum\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\stats_only\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\fieldbound_causal_n2\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\zero_code\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\zero_code_zero_spatial\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\zero_spatial_prior\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\baseline\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\budget_high_half\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\budget_realism_high_half\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\budget_target_pareto125\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\budget_target_pareto150\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\fieldbound_or_budget_n6\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\zero_spatial_prior\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\baseline\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\budget_high_150\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\budget_high_half\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\budget_realism_high_150\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\budget_realism_high_half\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\fieldbound_target_budget_n3\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\baseline\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\budget_realism_high_half\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\budget_target_pareto125\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\budget_target_pareto150\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\fieldbound_target_budget_pareto_n3\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\baseline\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\budget_high_half\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\budget_target_pareto125\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\budget_target_safety125\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\budget_target_safety150\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\fieldbound_target_safety_budget_n6\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\baseline\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\no_budget\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\stats_only\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\truegrad_e1_core_n4\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\zero_code\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\zero_spatial_prior\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\budget_high_150\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\direct_only\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\no_color\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\no_geometry\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\no_spectrum\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\truegrad_e1_fields_n4\summary.json",""
"LBM/tokenizer","tokenizer_control_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_control_probes\full_eval\zero_code_zero_spatial\summary.json",""
"LBM/tokenizer","tokenizer_directional_from_spectral_e120_b16","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_directional_from_spectral_e120_b16\full_eval\quick_eval_n6\summary.json",""
"LBM/tokenizer","tokenizer_directional_metric_e300_b16","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_directional_metric_e300_b16\full_eval\quick_eval_n6\summary.json",""
"LBM/tokenizer","tokenizer_directional_metric_smoke_b16","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_directional_metric_smoke_b16\full_eval\quick_eval_n6\summary.json",""
"LBM/tokenizer","tokenizer_t01_additive_base","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_t01_additive_base\full_eval\epoch_0006\summary.json","clip_style=0.708; content_lpips=0.451; training_csv_count=1"
"LBM/tokenizer","tokenizer_t01_additive_base","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_t01_additive_base\full_eval\epoch_0007\summary.json","clip_style=0.707; content_lpips=0.435; training_csv_count=1"
"LBM/tokenizer","tokenizer_t01_additive_base","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_t01_additive_base\full_eval\epoch_0008\summary.json","clip_style=0.708; content_lpips=0.442; training_csv_count=1"
"LBM/tokenizer","tokenizer_t01_big_tokonly_from_backbone_e16","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_t01_big_tokonly_from_backbone_e16\full_eval\epoch_0008\summary.json","clip_style=0.712; content_lpips=0.439; training_csv_count=1"
"LBM/tokenizer","tokenizer_t01_big_tokonly_from_backbone_e16","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_t01_big_tokonly_from_backbone_e16\full_eval\epoch_0010\summary.json","clip_style=0.712; content_lpips=0.439; training_csv_count=1"
"LBM/tokenizer","tokenizer_t01_big_tokonly_from_backbone_e16","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_t01_big_tokonly_from_backbone_e16\full_eval\epoch_0012\summary.json","clip_style=0.712; content_lpips=0.438; training_csv_count=1"
"LBM/tokenizer","tokenizer_t01_carrier_base_b176","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_t01_carrier_base_b176\full_eval\epoch_0006\summary.json","clip_style=0.702; content_lpips=0.441; training_csv_count=1"
"LBM/tokenizer","tokenizer_t01_carrier_base_b176","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_t01_carrier_base_b176\full_eval\epoch_0007\summary.json","clip_style=0.703; content_lpips=0.448; training_csv_count=1"
"LBM/tokenizer","tokenizer_t01_carrier_base_b176","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_t01_carrier_base_b176\full_eval\epoch_0008\summary.json","clip_style=0.702; content_lpips=0.448; training_csv_count=1"
"LBM/tokenizer","tokenizer_t01_carrier_base_b176_e16","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_t01_carrier_base_b176_e16\full_eval\epoch_0012\summary.json","clip_style=0.705; content_lpips=0.464; training_csv_count=1"
"LBM/tokenizer","tokenizer_t01_carrier_base_b176_e16","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_t01_carrier_base_b176_e16\full_eval\epoch_0014\summary.json","clip_style=0.706; content_lpips=0.465; training_csv_count=1"
"LBM/tokenizer","tokenizer_t01_carrier_base_b176_e16","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\tokenizer_t01_carrier_base_b176_e16\full_eval\epoch_0016\summary.json","clip_style=0.705; content_lpips=0.464; training_csv_count=1"
